,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E,N,A,C,O,E%,N%,A%,C%,O%
3987,3,14,1,2,1,5,EU,1,4,3,5,1,5,1,5,1,5,5,3,5,3,3,5,4,3,4,3,1,3,1,5,1,5,4,4,5,3,4,1,5,2,1,1,3,5,2,5,4,1,5,1,5,1,5,5,3,5,13,38,42,35,47,26.0,76.0,84.0,70.0,94.0
3988,8,14,1,1,1,1,CA,5,1,5,1,5,1,5,1,5,5,1,5,1,5,1,3,5,5,5,1,1,5,1,5,5,5,5,1,5,5,5,1,5,1,1,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5,46,24,38,46,50,92.0,48.0,76.0,92.0,100.0
3989,3,15,1,2,1,1,CA,3,3,2,5,3,4,1,5,1,4,5,3,5,3,2,4,4,4,4,2,1,1,1,5,1,5,2,4,4,3,2,5,4,5,1,4,4,4,4,3,4,3,4,1,2,2,3,4,2,2,19,36,41,24,33,38.0,72.0,82.0,48.0,66.0
3990,3,15,1,1,1,1,CA,1,5,2,5,1,5,1,5,1,5,2,4,3,5,2,1,1,1,3,1,3,4,1,3,2,3,3,2,1,2,4,1,4,1,5,1,5,1,4,3,4,4,1,5,4,5,5,4,4,4,11,17,30,45,30,22.0,34.0,60.0,90.0,60.0
3991,3,16,1,1,1,1,CA,2,3,3,4,2,3,1,5,2,5,4,4,5,3,2,4,3,2,4,2,2,2,1,3,2,2,3,2,3,2,2,3,4,4,2,5,4,3,5,4,4,2,3,2,4,3,3,3,4,4,20,31,30,30,36,40.0,62.0,60.0,60.0,72.0
3992,13,15,1,1,1,1,CA,1,3,1,5,3,2,1,2,1,5,5,2,5,5,5,5,2,2,5,5,5,3,5,5,1,5,1,4,5,5,3,1,3,5,5,5,3,1,3,5,5,1,5,3,5,1,4,5,5,5,20,39,39,34,47,40.0,78.0,78.0,68.0,94.0
3993,13,15,1,1,1,1,CA,1,5,2,5,2,5,1,5,1,5,5,1,5,3,5,5,5,5,5,5,4,2,5,2,4,5,5,5,1,3,1,3,4,5,1,2,3,5,1,5,4,5,4,5,5,1,5,3,5,4,12,48,24,24,37,24.0,96.0,48.0,48.0,74.0
3994,6,15,1,1,1,1,CA,3,3,3,5,2,4,1,2,2,5,4,4,4,2,1,4,3,3,5,4,2,4,4,5,2,4,2,3,4,4,4,5,5,5,3,4,5,4,3,5,5,3,5,3,5,2,5,5,4,5,22,34,38,31,44,44.0,68.0,76.0,62.0,88.0
3995,3,16,1,2,1,1,CA,3,3,4,3,4,2,4,4,4,3,3,3,3,2,3,3,4,3,2,2,2,4,2,4,2,4,2,4,4,4,4,2,5,2,3,2,3,2,4,5,4,2,3,3,4,2,5,3,4,5,34,30,40,40,39,68.0,60.0,80.0,80.0,78.0
3996,3,15,1,1,1,1,CA,4,2,4,2,2,2,3,3,4,4,3,4,4,2,3,3,4,3,3,3,4,5,3,3,3,3,2,4,4,3,3,4,4,3,2,3,4,4,4,4,4,3,5,3,4,1,4,4,4,5,34,32,34,31,41,68.0,64.0,68.0,62.0,82.0
3997,13,17,1,1,1,1,CA,1,5,5,4,5,5,1,1,5,1,1,5,4,1,5,4,5,5,5,1,5,5,5,5,1,5,2,5,5,5,2,5,1,5,1,3,4,4,2,5,5,3,5,5,5,1,4,5,5,5,31,36,41,22,43,62.0,72.0,82.0,44.0,86.0
3998,6,17,1,1,1,1,CA,4,1,2,3,1,3,2,3,3,3,1,5,5,5,1,1,2,3,1,1,5,4,1,5,1,5,3,5,5,3,2,3,1,4,3,4,1,3,1,2,1,4,5,2,3,1,3,1,3,3,29,17,41,20,30,58.0,34.0,82.0,40.0,60.0
3999,3,16,1,1,3,1,CA,5,4,4,5,4,4,4,3,4,5,3,4,5,4,1,3,3,1,4,1,2,4,2,3,1,5,1,4,5,3,4,3,3,3,3,4,3,2,3,3,5,2,4,1,5,1,4,5,5,4,30,25,42,31,46,60.0,50.0,84.0,62.0,92.0
4000,3,26,1,2,1,2,US,3,3,3,4,3,2,3,3,3,3,4,2,4,3,3,4,3,3,3,2,1,4,3,5,1,4,1,4,5,4,4,2,4,3,4,3,4,3,5,4,5,1,4,1,4,1,4,5,5,4,30,33,44,38,46,60.0,66.0,88.0,76.0,92.0
4001,8,15,1,1,1,1,CA,3,2,3,4,1,4,2,1,3,4,5,3,3,3,5,4,5,4,3,4,4,3,3,3,3,3,3,4,4,3,3,4,2,5,2,5,1,3,2,2,1,3,5,3,3,1,1,2,2,5,27,39,31,19,30,54.0,78.0,62.0,38.0,60.0
4002,3,22,2,2,1,1,FR,4,2,4,3,2,2,4,2,3,5,4,2,3,5,2,2,3,2,1,2,2,5,1,4,2,2,1,3,3,4,3,3,4,1,3,1,4,3,4,3,4,2,3,2,3,3,4,4,5,3,33,24,39,37,37,66.0,48.0,78.0,74.0,74.0
4003,3,15,1,2,1,1,CA,1,5,1,5,1,5,1,4,1,5,5,1,5,2,2,4,4,4,4,4,1,2,1,5,1,5,2,4,3,2,1,4,2,4,1,4,4,3,4,2,4,2,4,2,2,2,4,3,2,4,11,41,40,23,35,22.0,82.0,80.0,46.0,70.0
4005,3,22,2,2,1,1,DE,2,5,2,4,2,4,2,5,2,5,4,4,4,3,3,3,3,4,3,3,3,3,2,4,2,4,3,3,4,3,3,3,4,3,4,3,4,2,3,4,2,2,4,2,3,2,4,2,3,4,17,32,35,35,34,34.0,64.0,70.0,70.0,68.0
4006,13,15,1,1,1,1,CA,2,4,2,3,4,3,3,2,5,5,3,5,5,1,1,1,3,3,2,3,1,4,3,5,1,4,2,5,3,3,2,3,3,3,1,5,2,4,2,3,2,1,1,1,2,1,3,2,5,5,29,27,41,22,35,58.0,54.0,82.0,44.0,70.0
4007,3,47,1,2,1,1,AU,3,2,3,3,4,2,2,4,3,3,3,4,3,4,2,3,3,3,3,2,2,5,1,4,4,4,2,4,4,4,3,1,4,2,3,2,4,3,3,4,2,3,2,3,3,4,3,2,4,3,31,26,40,37,27,62.0,52.0,80.0,74.0,54.0
4008,3,22,1,2,1,2,US,3,2,3,4,2,2,2,2,5,5,5,2,4,2,4,4,4,4,4,4,4,3,3,2,4,2,2,2,2,2,2,5,2,4,1,5,4,4,2,2,3,1,3,1,3,2,5,2,3,3,30,41,24,19,36,60.0,82.0,48.0,38.0,72.0
4009,0,17,1,2,1,2,CA,4,3,3,3,2,3,2,3,3,4,5,2,5,3,2,1,2,2,2,3,2,3,3,2,2,2,3,3,5,5,3,2,5,3,2,3,2,4,3,3,2,3,4,2,2,1,3,3,3,4,28,29,34,30,33,56.0,58.0,68.0,60.0,66.0
4010,3,40,1,2,1,1,GB,3,1,5,4,5,2,3,4,1,2,4,4,4,2,5,3,4,2,3,2,1,5,2,3,2,2,2,3,4,5,1,3,2,3,1,4,4,2,4,2,2,3,3,3,2,3,2,1,5,3,34,33,39,26,27,68.0,66.0,78.0,52.0,54.0
4011,13,35,1,2,1,1,KE,5,1,5,1,5,1,5,1,5,3,2,3,5,3,5,5,5,3,5,3,4,5,5,5,3,5,1,5,5,5,1,5,5,3,1,5,3,5,1,5,5,1,5,1,5,1,5,4,5,5,48,39,41,22,49,96.0,78.0,82.0,44.0,98.0
4012,3,40,2,2,1,1,AT,1,1,5,2,5,1,4,4,5,3,5,2,5,4,5,4,5,5,5,3,1,5,1,5,1,4,1,2,5,5,5,4,4,3,3,4,1,2,5,5,5,4,3,5,5,1,5,3,5,5,39,43,46,34,39,78.0,86.0,92.0,68.0,78.0
4013,3,16,1,2,1,5,GB,1,2,2,5,3,1,1,4,2,4,5,4,5,4,2,4,3,1,5,3,5,4,5,2,4,1,3,3,2,1,1,4,5,5,4,5,5,3,1,3,5,1,5,2,5,1,5,5,1,4,23,32,20,26,44,46.0,64.0,40.0,52.0,88.0
4014,3,15,1,2,1,1,US,2,4,2,5,2,4,1,5,1,5,2,5,2,4,1,1,2,3,2,4,5,5,1,5,2,5,2,5,5,4,2,2,4,3,1,2,4,2,3,3,2,2,4,2,3,2,4,3,4,4,15,20,43,32,36,30.0,40.0,86.0,64.0,72.0
4015,13,18,1,2,1,4,US,2,4,3,4,3,3,2,4,2,4,5,4,5,3,3,4,4,4,4,2,2,3,2,4,2,4,2,4,4,4,4,2,5,2,4,1,4,2,4,4,4,3,3,3,4,3,4,4,4,3,23,36,39,42,35,46.0,72.0,78.0,84.0,70.0
4016,3,20,1,2,1,1,GB,4,2,3,3,4,3,5,2,4,3,3,2,5,2,3,4,3,4,3,4,2,4,4,5,1,5,1,5,5,3,3,3,2,4,3,4,3,3,4,2,3,2,4,2,2,2,3,3,5,2,37,37,43,27,34,74.0,74.0,86.0,54.0,68.0
4017,3,15,1,2,2,1,GB,1,4,2,4,2,5,1,5,1,5,5,2,5,2,1,2,4,4,5,4,3,2,4,1,3,2,4,4,2,2,2,5,3,4,1,5,2,4,1,4,5,2,5,2,4,1,4,5,4,5,14,38,23,19,45,28.0,76.0,46.0,38.0,90.0
4018,6,15,1,1,2,1,CA,2,5,3,4,2,2,2,3,4,5,3,4,4,3,3,2,2,2,2,2,4,5,3,4,2,4,2,4,4,3,4,4,4,3,2,2,4,2,3,4,4,2,3,2,4,2,4,4,4,4,24,25,37,34,39,48.0,50.0,74.0,68.0,78.0
4019,8,29,2,1,1,1,US,3,3,5,4,4,3,3,4,3,2,2,4,3,5,3,1,1,1,1,1,1,5,1,4,2,4,2,4,4,3,4,3,5,2,5,2,4,1,4,5,5,1,4,1,4,2,5,5,5,5,32,16,42,43,47,64.0,32.0,84.0,86.0,94.0
4020,4,24,2,2,1,2,AE,2,4,2,3,2,2,2,3,3,4,4,3,2,1,4,3,4,4,4,4,5,2,4,2,5,2,4,2,2,2,2,3,2,2,1,3,3,4,1,3,4,2,4,1,4,2,4,4,5,5,25,37,18,24,43,50.0,74.0,36.0,48.0,86.0
4021,3,33,1,1,1,2,US,3,3,2,3,3,4,2,4,2,5,3,2,5,2,5,4,2,3,4,4,2,4,3,4,3,4,2,2,4,3,4,4,3,3,2,4,4,2,3,2,4,1,5,1,4,1,5,4,5,4,23,38,35,29,46,46.0,76.0,70.0,58.0,92.0
4022,13,20,2,2,1,1,PK,2,5,1,5,2,5,2,5,1,5,5,3,5,3,5,4,4,4,4,2,1,4,4,4,2,4,4,3,5,3,3,4,3,5,1,5,4,3,2,3,1,5,5,5,3,2,4,2,3,3,13,39,36,23,27,26.0,78.0,72.0,46.0,54.0
4023,13,17,2,2,2,1,US,2,3,4,3,3,3,2,1,3,3,3,3,3,2,2,1,1,2,2,1,4,3,1,3,2,3,2,3,3,3,3,1,3,2,4,2,3,2,3,3,3,2,3,2,3,2,3,3,3,3,31,22,33,36,33,62.0,44.0,66.0,72.0,66.0
4024,11,18,2,1,1,1,PH,1,5,4,2,2,5,1,4,3,5,3,4,2,3,4,2,3,3,1,1,2,4,4,2,5,3,4,3,1,3,1,4,3,2,3,5,5,3,1,3,3,4,5,2,2,1,2,1,4,3,20,24,25,26,31,40.0,48.0,50.0,52.0,62.0
4025,12,14,2,2,1,1,MZ,2,3,2,2,4,3,3,4,2,5,3,3,3,2,3,2,1,2,3,2,2,3,1,3,4,4,3,3,1,3,4,4,3,4,3,3,2,3,2,2,2,1,5,1,4,1,4,2,3,4,26,26,31,26,39,52.0,52.0,62.0,52.0,78.0
4026,3,25,2,2,1,2,NO,2,1,4,4,5,2,2,4,2,3,2,4,2,1,3,3,2,1,1,1,1,5,1,5,1,5,1,4,1,5,3,4,2,3,2,5,4,1,3,1,4,2,5,2,4,1,4,1,4,4,31,22,45,26,39,62.0,44.0,90.0,52.0,78.0
4027,3,63,1,1,2,1,US,2,3,5,4,4,3,4,3,4,2,3,5,4,4,3,3,3,2,3,2,2,4,1,4,3,5,2,4,4,4,4,2,4,3,3,3,4,2,4,3,4,4,4,3,3,2,4,4,4,4,34,26,41,36,36,68.0,52.0,82.0,72.0,72.0
4028,3,18,1,1,2,1,US,1,5,1,5,1,5,1,1,3,5,1,5,1,5,4,1,1,1,1,1,4,1,1,1,5,2,5,1,1,2,2,2,5,4,1,3,5,3,1,5,5,1,2,1,4,3,5,4,5,4,16,13,17,31,42,32.0,26.0,34.0,62.0,84.0
4029,4,24,2,1,1,1,FR,3,3,3,5,2,4,1,5,2,5,5,5,5,4,5,5,5,5,5,3,5,5,4,5,1,5,1,5,5,5,2,5,5,5,3,5,3,5,2,2,4,4,5,3,5,1,4,2,5,4,19,41,43,21,39,38.0,82.0,86.0,42.0,78.0
4030,11,17,2,2,1,1,PH,2,4,2,5,3,2,1,5,1,5,5,4,5,2,5,4,5,5,3,4,3,4,1,3,4,4,2,5,2,2,3,5,5,4,4,2,5,4,5,5,5,1,5,1,5,1,5,5,5,5,18,42,34,36,50,36.0,84.0,68.0,72.0,100.0
4031,3,41,1,1,1,2,US,4,1,4,2,4,1,4,4,2,3,3,4,2,3,2,2,2,1,2,1,2,4,1,4,2,3,2,4,4,4,4,2,5,1,3,2,4,1,4,5,5,2,5,2,5,2,5,5,5,5,37,20,40,43,47,74.0,40.0,80.0,86.0,94.0
4032,3,41,1,2,1,5,GB,2,3,3,4,2,2,2,4,2,5,5,2,5,2,3,4,3,3,4,5,2,4,4,3,3,3,2,3,4,3,4,5,3,2,2,4,4,2,4,5,3,3,4,2,3,2,2,2,5,3,23,40,33,33,33,46.0,80.0,66.0,66.0,66.0
4033,3,19,1,2,1,2,US,3,2,5,2,5,2,4,3,4,2,4,3,4,3,2,3,3,2,2,3,1,5,1,5,1,5,1,5,5,5,4,2,3,3,4,2,4,2,4,4,3,1,4,1,4,2,4,3,5,4,40,29,50,38,41,80.0,58.0,100.0,76.0,82.0
4034,3,18,1,2,1,1,GB,1,2,5,1,5,1,5,1,2,1,5,2,5,3,3,2,4,4,5,1,1,5,1,5,1,4,1,5,5,5,1,4,5,3,2,5,4,2,3,5,2,2,5,1,3,1,3,4,5,5,42,36,49,30,41,84.0,72.0,98.0,60.0,82.0
4035,11,22,1,2,1,1,US,1,5,1,5,3,5,1,5,1,5,4,5,5,3,4,3,5,1,3,3,3,5,2,3,1,5,1,1,3,1,1,5,4,5,1,5,1,3,1,1,5,1,5,1,1,1,3,5,5,4,12,32,35,15,43,24.0,64.0,70.0,30.0,86.0
4036,3,43,1,1,3,1,US,3,3,4,2,4,3,3,3,4,3,2,4,2,4,3,2,2,3,2,1,4,4,4,3,4,2,4,3,2,3,5,4,4,1,3,2,3,2,2,3,3,2,4,2,3,1,4,2,3,3,34,21,25,35,35,68.0,42.0,50.0,70.0,70.0
4037,11,28,1,1,1,1,US,3,3,4,3,4,4,3,3,3,4,3,4,3,2,3,3,4,3,3,4,5,4,2,3,2,4,3,5,4,4,4,3,5,3,3,2,4,3,2,3,4,2,5,1,4,1,5,4,5,5,30,32,36,34,46,60.0,64.0,72.0,68.0,92.0
4038,13,19,1,2,2,1,GB,3,2,3,5,2,3,2,5,1,4,5,1,5,5,5,5,5,5,5,5,5,1,3,5,3,5,4,5,4,3,2,5,3,5,3,5,4,3,1,1,1,3,5,3,3,3,3,5,5,3,22,46,32,20,34,44.0,92.0,64.0,40.0,68.0
4039,3,24,1,2,1,2,CA,2,2,3,4,4,2,1,4,2,3,3,4,4,4,4,2,1,1,2,2,2,2,3,1,4,3,4,3,1,2,5,2,4,2,4,1,5,2,5,3,5,1,5,1,5,1,5,5,4,5,27,23,23,43,49,54.0,46.0,46.0,86.0,98.0
4040,9,21,1,2,1,1,US,3,3,3,4,4,2,2,3,4,5,5,2,5,2,4,5,5,5,5,5,1,4,3,5,2,5,2,4,5,4,4,2,4,4,3,4,5,2,4,4,3,2,5,1,4,1,4,3,5,5,29,47,43,36,43,58.0,94.0,86.0,72.0,86.0
4041,3,46,1,2,1,1,US,1,5,4,3,5,3,4,5,2,4,3,4,2,4,1,1,4,1,3,1,1,5,1,5,1,3,1,5,1,3,4,4,5,4,2,2,4,1,3,2,4,2,4,2,3,2,4,3,5,4,26,20,42,33,39,52.0,40.0,84.0,66.0,78.0
4042,3,42,1,1,1,1,GB,1,5,2,5,3,5,1,5,1,3,3,2,5,2,5,3,3,2,5,3,5,3,3,5,3,3,4,5,4,3,3,2,5,3,3,2,4,3,3,4,3,1,4,1,4,1,3,4,5,3,15,37,32,36,41,30.0,74.0,64.0,72.0,82.0
4043,3,32,1,2,1,1,US,3,2,3,2,3,2,2,2,3,4,3,2,5,2,2,2,2,2,1,1,1,2,1,5,2,4,2,4,5,3,3,2,2,1,3,2,2,2,2,3,1,3,3,1,2,3,2,1,4,4,32,26,41,32,28,64.0,52.0,82.0,64.0,56.0
4044,9,17,1,2,1,1,US,2,5,2,4,2,4,1,5,2,5,4,3,4,2,4,3,4,5,3,5,4,4,3,4,3,3,3,3,3,2,3,4,3,5,2,5,4,4,2,4,5,1,5,1,3,2,4,5,4,4,16,39,30,24,44,32.0,78.0,60.0,48.0,88.0
4045,3,31,1,1,1,1,US,4,4,5,2,4,2,4,2,5,3,1,4,2,4,3,2,1,1,2,1,1,4,3,3,1,4,1,4,4,4,5,2,4,2,5,1,4,1,5,4,5,1,3,1,4,2,5,4,4,4,39,17,41,45,43,78.0,34.0,82.0,90.0,86.0
4046,1,17,1,1,1,1,CA,4,5,4,4,4,2,4,2,4,4,2,2,4,3,2,2,4,4,4,3,1,5,4,5,1,4,1,4,4,4,2,5,4,2,2,4,2,3,2,2,4,2,4,2,4,4,4,4,5,4,33,32,43,24,39,66.0,64.0,86.0,48.0,78.0
4047,1,15,1,2,2,1,NZ,4,2,3,2,2,2,4,4,2,5,4,3,5,3,4,4,3,2,4,3,2,4,2,4,2,4,2,4,4,3,2,2,5,2,3,4,3,3,3,3,4,2,5,3,4,2,4,3,4,4,30,35,39,32,39,60.0,70.0,78.0,64.0,78.0
4048,5,21,2,2,1,1,EU,3,5,4,5,5,3,3,4,5,4,5,3,5,2,5,5,3,3,5,1,3,5,1,5,3,5,4,5,5,5,2,4,5,4,1,4,2,3,2,1,4,3,3,2,5,3,5,1,4,4,29,39,43,22,36,58.0,78.0,86.0,44.0,72.0
4049,11,17,2,1,1,1,ID,1,5,5,4,1,5,1,5,2,5,2,1,5,3,2,3,4,4,2,3,4,1,1,3,4,2,4,3,4,3,5,1,5,4,4,1,4,2,4,4,4,4,4,2,4,2,5,5,5,4,16,33,27,42,41,32.0,66.0,54.0,84.0,82.0
4050,1,21,1,2,1,3,US,4,2,4,3,5,2,3,3,5,4,5,2,4,3,5,2,4,2,3,2,2,4,2,5,2,5,1,4,4,5,2,3,3,2,3,3,4,3,2,3,4,2,4,2,5,1,4,2,5,3,37,34,44,30,40,74.0,68.0,88.0,60.0,80.0
4051,13,38,1,2,1,5,US,1,4,2,5,3,4,1,5,1,5,5,1,5,2,2,2,4,4,2,4,1,3,1,5,2,5,1,5,4,5,1,1,5,3,2,2,5,4,3,3,3,2,5,2,2,2,4,2,5,3,15,37,46,33,36,30.0,74.0,92.0,66.0,72.0
4052,11,18,2,2,1,5,PH,2,3,2,3,3,2,3,3,3,3,2,4,2,4,2,2,2,2,2,2,2,3,2,4,2,4,2,3,4,3,3,2,3,2,3,2,3,3,3,3,3,2,3,2,4,3,4,3,4,4,29,20,37,33,36,58.0,40.0,74.0,66.0,72.0
4053,11,17,2,2,1,1,PH,3,2,5,3,5,3,5,3,2,3,4,3,5,3,3,4,4,4,4,4,3,5,3,4,2,4,2,3,5,4,2,2,3,3,2,4,3,3,3,3,3,3,5,3,3,2,3,3,5,3,36,38,39,28,35,72.0,76.0,78.0,56.0,70.0
4054,3,24,1,2,1,1,US,3,2,5,2,4,1,4,3,5,5,2,5,4,3,2,2,4,4,2,2,2,4,3,5,2,4,2,4,3,4,4,5,4,3,1,5,5,4,4,3,5,2,5,2,4,1,5,3,5,4,38,26,39,28,44,76.0,52.0,78.0,56.0,88.0
4055,3,60,1,1,1,1,US,2,5,3,4,3,2,1,4,3,4,2,4,2,2,2,2,2,2,2,3,2,3,1,4,2,4,2,3,4,3,3,2,4,3,1,5,4,3,1,4,3,1,4,2,4,1,5,3,4,4,23,23,38,28,41,46.0,46.0,76.0,56.0,82.0
4056,3,49,1,2,1,1,US,1,5,1,5,2,5,1,5,1,5,1,4,4,3,3,1,4,4,1,4,1,3,1,5,1,5,1,2,5,4,5,1,5,2,5,1,5,1,5,4,5,1,5,5,4,1,5,5,5,5,11,27,44,48,45,22.0,54.0,88.0,96.0,90.0
4057,3,24,1,2,1,2,AU,4,1,5,2,4,1,4,2,4,2,3,3,3,3,2,2,2,2,2,2,1,4,1,4,1,5,1,4,3,4,5,4,4,3,2,4,4,2,4,4,5,3,4,3,4,1,4,4,3,4,43,24,44,34,39,86.0,48.0,88.0,68.0,78.0
4058,13,22,1,1,1,1,US,1,1,1,5,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,1,1,5,1,5,1,1,4,1,4,1,4,5,5,5,5,1,3,4,2,5,1,5,1,5,1,5,5,5,5,22,46,24,25,50,44.0,92.0,48.0,50.0,100.0
4059,3,18,1,2,1,2,US,1,5,3,5,1,4,1,5,1,5,5,5,5,3,4,5,3,1,4,2,2,3,1,5,2,5,2,4,5,3,2,4,5,4,2,1,5,2,3,4,3,3,5,3,4,2,5,2,5,5,13,33,42,34,39,26.0,66.0,84.0,68.0,78.0
4060,3,33,1,2,1,2,AU,4,3,4,3,4,2,4,2,4,3,2,3,2,3,3,3,4,3,4,3,2,5,2,4,2,4,2,4,3,4,4,4,3,4,2,5,3,3,4,3,4,1,5,1,5,5,5,2,4,5,37,30,40,27,41,74.0,60.0,80.0,54.0,82.0
4061,3,59,1,1,1,1,US,2,3,2,4,4,2,3,5,3,5,4,2,4,1,4,4,4,5,2,5,2,4,4,5,2,5,3,5,5,5,3,5,1,3,2,2,1,5,1,3,4,3,4,5,4,2,4,3,5,5,25,41,42,20,37,50.0,82.0,84.0,40.0,74.0
4062,3,27,1,2,1,1,CA,3,3,5,4,4,2,2,5,2,5,2,4,3,2,2,3,2,3,3,2,1,4,1,4,1,3,2,5,3,5,3,5,3,2,1,5,2,3,4,2,2,2,4,4,4,3,5,2,5,3,27,26,43,24,34,54.0,52.0,86.0,48.0,68.0
4063,11,21,2,2,1,2,PH,2,1,5,2,4,2,4,2,5,3,1,5,4,4,3,3,1,1,3,2,1,4,2,5,1,4,1,4,5,5,3,1,4,4,5,5,4,1,3,5,5,1,5,1,4,1,5,4,5,4,40,21,46,37,47,80.0,42.0,92.0,74.0,94.0
4064,5,15,1,2,1,1,AU,4,1,4,1,5,1,3,5,2,4,2,4,4,1,2,2,2,2,3,1,4,4,1,5,1,5,1,4,5,5,3,3,3,3,2,4,3,5,3,3,5,2,5,1,4,1,5,4,5,5,36,25,45,26,47,72.0,50.0,90.0,52.0,94.0
4065,11,43,2,1,1,1,IN,4,3,5,3,3,2,3,3,4,3,2,5,3,5,2,1,2,1,2,1,1,5,1,3,2,4,2,4,3,5,5,1,5,1,4,1,5,1,5,4,5,3,4,4,5,1,5,2,4,5,35,16,42,48,40,70.0,32.0,84.0,96.0,80.0
4066,11,17,1,2,1,5,US,4,4,3,4,3,2,3,3,3,4,2,3,5,2,1,4,5,3,5,3,4,3,4,2,2,3,2,3,2,2,4,3,3,3,3,5,5,1,4,4,5,3,3,4,3,3,4,4,5,3,29,35,27,35,35,58.0,70.0,54.0,70.0,70.0
4067,13,46,1,2,1,2,US,3,1,5,1,5,1,3,5,5,1,5,5,5,1,1,5,5,3,3,4,1,3,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,3,1,3,3,3,5,1,3,1,5,3,42,37,48,48,32,84.0,74.0,96.0,96.0,64.0
4068,13,27,1,1,2,1,GB,4,4,3,5,3,3,3,5,2,4,3,3,5,2,3,3,4,4,3,4,4,2,4,3,4,2,4,3,3,3,3,3,5,3,3,3,3,3,3,4,3,2,5,2,5,2,5,3,5,4,24,36,24,33,42,48.0,72.0,48.0,66.0,84.0
4069,4,29,1,2,1,2,US,1,5,3,5,1,3,1,5,1,5,1,5,2,4,2,1,2,1,3,3,1,3,1,4,4,2,3,3,5,1,3,2,5,1,1,5,3,1,1,2,4,1,5,1,5,1,5,1,5,5,14,18,33,30,45,28.0,36.0,66.0,60.0,90.0
4070,3,18,1,2,1,1,US,1,4,2,5,3,3,3,1,1,4,1,4,3,3,1,1,3,2,2,3,1,5,1,5,1,4,1,5,5,5,4,3,5,2,3,2,3,1,3,4,4,1,5,1,4,1,5,4,5,5,23,21,49,38,47,46.0,42.0,98.0,76.0,94.0
4071,3,21,1,2,1,1,AU,3,2,4,3,5,2,3,4,1,2,3,3,4,3,3,3,2,2,2,2,1,5,1,5,1,4,1,5,5,5,5,1,4,1,5,1,4,1,5,5,4,1,4,1,4,1,4,5,5,4,33,27,49,48,45,66.0,54.0,98.0,96.0,90.0
4072,3,44,1,1,1,2,US,1,3,3,5,1,2,1,3,3,5,4,3,4,2,4,3,2,4,4,4,1,4,2,4,2,4,2,4,4,3,3,2,3,4,1,4,4,3,2,3,4,2,4,2,3,3,4,4,4,3,21,36,40,27,37,42.0,72.0,80.0,54.0,74.0
4073,11,26,1,1,1,1,US,2,4,1,4,4,1,1,5,4,5,4,4,5,1,4,2,1,4,4,5,2,4,4,5,2,4,4,5,4,4,2,4,5,4,2,5,1,2,4,4,4,1,5,1,4,1,4,2,5,5,23,36,38,27,44,46.0,72.0,76.0,54.0,88.0
4074,4,16,2,2,1,2,PK,3,2,4,5,4,2,4,5,3,2,2,2,4,2,3,2,4,3,1,4,2,4,1,5,2,5,2,4,4,5,4,5,5,3,2,2,4,2,2,4,3,1,4,1,2,1,5,4,5,4,32,31,44,33,42,64.0,62.0,88.0,66.0,84.0
4075,13,25,1,1,1,1,US,3,4,5,3,4,2,3,2,4,3,5,2,5,5,4,5,4,4,4,4,1,4,4,5,2,5,2,4,4,4,2,5,2,5,2,5,4,2,2,2,2,4,5,4,2,2,3,2,2,4,35,40,41,21,28,70.0,80.0,82.0,42.0,56.0
4076,13,21,2,2,2,2,MY,3,2,3,3,3,3,3,3,3,3,4,2,3,3,2,4,2,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,31,31,32,29,30,62.0,62.0,64.0,58.0,60.0
4077,11,19,1,2,1,1,US,2,3,3,5,2,3,1,5,4,5,3,3,3,3,2,4,3,3,3,1,1,3,3,3,2,3,3,4,3,4,2,3,3,4,1,4,3,3,3,3,3,3,4,3,3,1,3,1,2,5,21,28,35,25,32,42.0,56.0,70.0,50.0,64.0
4078,11,24,2,2,1,2,MY,2,1,5,2,4,2,4,4,5,2,1,1,5,3,2,2,3,1,1,3,4,5,1,5,1,5,1,4,4,4,4,2,5,1,4,1,4,1,5,5,4,2,4,1,3,1,3,1,3,3,39,26,44,46,35,78.0,52.0,88.0,92.0,70.0
4079,3,31,1,2,1,1,NZ,3,3,4,3,5,2,3,1,3,4,4,3,3,1,2,2,3,2,2,4,1,5,2,5,2,3,1,5,5,4,3,2,5,1,3,1,4,1,5,5,4,1,5,1,4,1,4,2,4,4,35,30,45,44,42,70.0,60.0,90.0,88.0,84.0
4080,11,43,2,2,1,1,LK,2,2,4,4,3,4,1,5,1,5,5,3,5,1,5,5,5,2,5,5,4,4,2,4,1,5,2,5,4,4,3,4,4,3,5,2,5,2,5,4,4,4,5,1,3,1,5,4,5,3,21,45,41,39,41,42.0,90.0,82.0,78.0,82.0
