,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E,N,A,C,O,E%,N%,A%,C%,O%
11133,13,18,1,2,1,5,US,4,3,5,3,5,2,2,3,4,5,1,5,3,1,1,3,2,1,4,1,1,1,2,5,1,5,1,5,5,4,5,2,5,2,1,3,4,2,3,3,5,1,4,1,5,1,5,3,4,4,34,22,44,36,45,68.0,44.0,88.0,72.0,90.0
11134,3,30,1,2,1,2,AU,3,4,5,2,4,1,2,4,3,3,4,4,4,2,2,3,2,2,2,4,1,5,1,5,1,5,1,4,5,4,4,3,5,1,3,2,4,3,2,4,5,1,5,1,5,1,4,5,5,4,33,29,48,37,48,66.0,58.0,96.0,74.0,96.0
11135,5,13,2,2,1,1,US,2,3,2,3,2,1,1,3,5,5,5,1,5,3,5,5,5,4,5,3,4,1,4,3,5,4,5,3,2,3,5,1,5,2,1,1,5,2,3,3,3,3,4,3,5,1,5,2,5,5,27,45,22,40,40,54.0,90.0,44.0,80.0,80.0
11136,3,22,1,2,1,2,CA,4,3,2,2,5,1,4,2,4,5,4,1,4,4,5,5,5,5,5,1,1,4,1,4,1,4,1,4,5,2,5,5,5,5,2,4,1,1,1,5,5,1,5,1,5,1,5,5,5,5,36,41,43,28,50,72.0,82.0,86.0,56.0,100.0
11137,3,16,1,1,1,1,AU,2,1,1,5,1,5,2,1,1,4,1,5,2,4,2,1,2,1,4,1,3,1,5,1,5,1,5,1,1,1,4,3,1,4,2,2,5,4,4,1,5,1,5,2,4,1,4,2,5,4,21,17,12,28,43,42.0,34.0,24.0,56.0,86.0
11138,11,26,1,2,1,2,US,1,5,2,4,2,2,2,1,1,5,1,4,2,4,2,1,1,1,1,1,1,4,1,4,1,5,1,4,4,4,2,4,4,3,1,4,4,4,4,2,4,2,3,2,3,3,4,3,5,4,21,14,45,26,37,42.0,28.0,90.0,52.0,74.0
11139,1,49,1,2,1,5,US,3,2,4,3,3,3,4,3,3,2,2,4,4,2,2,2,2,1,2,2,1,4,2,4,2,4,2,4,5,4,3,3,3,2,4,2,3,2,3,3,2,4,2,4,3,3,3,2,4,3,34,23,42,34,26,68.0,46.0,84.0,68.0,52.0
11140,3,21,1,2,1,1,US,2,4,3,4,2,4,1,5,1,5,4,3,5,3,2,4,2,3,3,4,1,3,1,4,3,4,3,4,4,3,4,3,4,2,2,2,5,4,4,3,3,2,4,2,3,1,4,3,4,4,17,33,38,35,38,34.0,66.0,76.0,70.0,76.0
11141,13,18,1,2,1,1,US,3,3,4,3,4,4,3,4,2,3,4,4,3,1,4,2,3,4,3,4,1,4,3,4,2,4,2,4,4,3,3,3,3,3,3,3,3,2,4,3,4,3,4,2,4,2,5,3,4,3,29,34,39,32,38,58.0,68.0,78.0,64.0,76.0
11142,5,14,2,2,2,1,AU,2,2,1,2,4,2,2,3,4,4,4,2,4,2,1,4,5,5,5,4,5,3,5,1,5,1,3,2,1,4,2,2,4,3,2,3,4,2,1,4,5,2,4,2,5,1,4,4,2,5,30,40,18,31,42,60.0,80.0,36.0,62.0,84.0
11143,3,47,1,2,1,1,AU,3,4,4,1,5,1,3,3,3,2,2,3,3,2,4,3,2,1,3,3,1,4,3,4,2,4,2,3,3,5,3,2,4,1,4,1,5,2,2,4,3,2,4,2,5,1,4,2,4,4,37,28,39,40,39,74.0,56.0,78.0,80.0,78.0
11144,1,27,1,2,1,1,US,3,3,4,4,3,2,3,4,3,4,2,3,5,2,3,2,3,2,3,3,1,4,3,4,2,4,2,4,4,3,3,3,3,2,2,2,4,2,3,2,3,3,4,2,3,4,3,2,3,4,29,30,39,32,31,58.0,60.0,78.0,64.0,62.0
11145,3,27,1,2,1,2,US,4,1,5,1,5,1,5,1,5,1,2,4,3,4,3,3,1,1,3,2,1,5,1,5,1,4,1,5,5,5,4,3,5,1,4,1,5,1,4,4,5,1,4,1,4,1,5,5,5,4,49,22,49,44,47,98.0,44.0,98.0,88.0,94.0
11146,1,49,1,2,1,1,US,4,4,5,3,4,1,4,2,3,4,2,4,4,4,4,2,2,2,3,1,1,5,3,5,1,5,1,5,5,5,2,4,2,2,2,5,1,1,4,5,3,1,5,4,5,1,4,1,4,5,36,24,48,28,39,72.0,48.0,96.0,56.0,78.0
11147,3,15,1,3,3,1,US,2,4,1,4,4,2,1,4,1,4,4,4,4,4,3,3,5,4,4,4,2,4,2,5,1,5,3,4,3,4,2,3,4,4,2,5,4,3,2,3,5,3,5,2,4,1,5,4,3,5,21,35,41,26,43,42.0,70.0,82.0,52.0,86.0
11148,1,18,1,2,2,1,US,4,1,4,2,5,1,5,3,5,2,3,3,4,3,3,3,3,2,3,2,1,5,2,5,2,5,1,4,5,5,2,4,3,3,2,5,2,2,3,3,4,2,5,1,4,1,3,4,4,5,44,29,47,25,43,88.0,58.0,94.0,50.0,86.0
11149,4,18,2,2,1,1,IN,3,2,4,3,4,3,4,3,3,3,2,3,4,2,2,4,4,4,4,4,1,4,2,5,2,5,2,5,4,4,4,5,5,4,2,4,2,2,2,2,2,2,5,2,4,2,3,4,4,4,34,35,44,26,38,68.0,70.0,88.0,52.0,76.0
11150,3,24,1,2,1,1,US,2,3,4,4,4,1,2,3,3,3,4,3,5,4,2,3,3,3,1,1,1,5,1,5,1,5,1,5,5,5,4,3,5,1,4,2,3,1,4,3,4,1,5,1,4,1,5,4,4,4,31,27,50,40,45,62.0,54.0,100.0,80.0,90.0
11151,3,19,1,2,1,2,US,2,3,4,4,3,1,1,4,2,5,4,4,4,3,2,2,1,1,1,3,1,5,1,5,2,4,1,4,4,4,5,2,5,2,4,1,5,2,4,5,5,1,5,1,3,1,5,4,5,4,25,23,45,45,46,50.0,46.0,90.0,90.0,92.0
11152,3,18,1,2,1,1,US,2,3,2,4,4,3,1,3,3,3,2,3,3,4,3,3,4,3,3,2,4,3,3,3,2,2,3,3,3,3,4,2,3,2,2,3,3,3,3,3,3,3,5,1,3,1,2,4,5,5,26,28,29,32,40,52.0,56.0,58.0,64.0,80.0
11153,10,16,1,2,1,1,AU,3,1,5,2,5,1,5,4,4,2,4,3,4,4,3,2,2,2,3,2,1,4,2,5,1,5,1,4,5,4,4,1,4,1,5,1,5,1,5,5,4,2,5,2,4,2,5,5,4,5,42,27,46,48,44,84.0,54.0,92.0,96.0,88.0
11154,3,49,1,1,1,1,US,3,3,5,3,4,2,4,3,3,2,1,4,2,1,2,1,2,1,1,1,1,4,1,4,2,4,1,4,3,4,4,2,4,1,3,3,3,1,3,3,4,2,4,2,4,1,4,1,4,4,36,18,42,37,38,72.0,36.0,84.0,74.0,76.0
11155,11,35,1,2,2,5,SG,1,3,4,4,2,3,2,5,1,5,4,4,3,2,2,3,3,3,2,4,5,4,1,4,2,5,3,5,4,5,4,1,4,4,4,1,1,2,4,3,3,4,4,3,3,1,4,3,3,3,20,30,40,36,33,40.0,60.0,80.0,72.0,66.0
11156,6,56,1,1,1,1,US,1,4,5,2,3,2,1,3,2,3,1,5,3,3,1,1,1,1,1,1,1,3,1,3,3,4,3,3,5,5,4,5,5,1,4,5,5,1,5,5,5,1,5,2,5,1,5,3,5,3,28,14,39,40,45,56.0,28.0,78.0,80.0,90.0
11157,3,21,1,1,1,1,US,3,2,4,3,3,1,3,3,4,5,4,3,4,2,3,4,4,4,2,4,1,3,1,4,2,4,1,3,4,4,4,3,5,3,4,3,4,2,4,4,4,1,5,1,4,1,4,4,5,5,33,36,41,38,46,66.0,72.0,82.0,76.0,92.0
11158,13,19,2,2,1,2,MY,2,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,2,4,3,4,4,4,2,3,4,4,2,4,3,4,2,4,2,4,2,3,4,4,4,3,3,1,4,3,4,4,28,37,36,22,36,56.0,74.0,72.0,44.0,72.0
11159,3,52,1,2,1,2,CA,3,3,3,4,5,3,3,4,1,4,5,1,5,3,5,4,3,2,4,2,2,4,3,5,3,3,2,3,4,3,3,1,5,2,4,1,4,1,4,4,4,3,4,3,4,2,4,3,4,3,27,38,36,43,36,54.0,76.0,72.0,86.0,72.0
11160,3,24,1,2,1,1,US,1,3,1,3,5,3,1,4,1,5,5,2,5,2,5,4,4,3,3,3,2,3,3,4,2,3,3,5,4,2,4,3,5,3,4,2,5,2,4,4,5,1,5,1,4,1,5,4,5,3,21,40,35,40,46,42.0,80.0,70.0,80.0,92.0
11161,13,48,1,2,1,1,US,3,2,5,2,5,2,4,3,4,1,2,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,5,3,3,3,3,2,2,3,2,3,3,4,3,4,3,3,2,4,3,4,3,41,25,34,31,35,82.0,50.0,68.0,62.0,70.0
11162,4,22,2,2,1,1,PH,3,3,3,4,3,3,3,3,2,5,3,2,5,4,3,4,2,2,3,4,5,2,2,5,3,5,2,4,3,3,3,2,4,4,4,4,4,2,3,3,2,2,5,3,3,3,3,3,4,3,26,32,34,33,33,52.0,64.0,68.0,66.0,66.0
11163,3,29,1,2,1,1,US,3,3,3,4,5,3,4,4,4,3,4,3,5,3,3,4,5,3,2,3,1,5,1,5,1,5,1,5,5,5,4,4,2,3,2,5,4,1,3,4,4,1,5,1,4,1,4,4,5,5,32,35,50,30,46,64.0,70.0,100.0,60.0,92.0
11164,1,19,2,2,1,1,PH,2,4,2,3,2,4,2,3,3,4,4,2,4,3,3,4,3,4,3,4,2,4,3,4,3,2,2,4,3,3,3,3,4,3,2,4,4,3,2,4,4,3,3,4,4,3,4,4,3,4,23,36,34,30,34,46.0,72.0,68.0,60.0,68.0
11165,3,67,1,2,1,1,US,5,5,5,5,5,1,3,5,1,5,5,5,5,1,5,5,1,3,5,3,1,5,1,5,1,5,1,5,5,5,5,1,5,1,3,1,5,1,3,5,5,5,5,3,5,3,5,5,5,3,28,38,50,46,40,56.0,76.0,100.0,92.0,80.0
11166,3,32,1,1,1,5,US,3,4,2,3,3,4,2,5,4,2,2,4,2,4,1,1,2,2,2,2,4,3,3,4,2,4,2,4,2,4,4,4,3,3,2,4,2,2,3,4,5,1,5,1,4,1,5,5,2,5,26,18,34,29,46,52.0,36.0,68.0,58.0,92.0
11167,3,55,1,2,1,1,US,3,3,3,3,4,3,3,5,2,5,5,3,5,2,3,3,3,2,1,2,1,5,1,5,1,5,1,5,5,5,5,5,5,1,3,1,1,2,3,3,3,1,5,1,5,1,5,1,4,2,26,31,50,35,40,52.0,62.0,100.0,70.0,80.0
11168,3,35,1,2,2,1,AU,1,2,5,2,4,2,2,3,3,4,3,3,4,3,1,3,4,3,4,2,1,5,1,5,1,5,1,5,5,3,3,4,5,3,3,1,5,1,4,5,2,3,3,3,3,1,4,1,4,2,32,30,48,40,30,64.0,60.0,96.0,80.0,60.0
11169,1,27,1,2,2,1,US,5,2,1,3,5,2,5,1,5,3,4,3,4,1,1,3,5,5,4,5,3,1,4,3,3,4,5,3,4,5,3,4,5,5,1,5,2,4,4,3,1,1,5,1,4,1,5,4,5,5,40,39,29,24,44,80.0,78.0,58.0,48.0,88.0
11170,1,14,1,2,1,1,AU,3,3,3,4,3,3,5,3,5,4,5,2,5,4,3,3,5,4,5,5,5,4,3,4,1,3,1,5,5,3,4,4,3,5,2,5,3,2,4,3,4,3,5,4,4,1,3,4,4,4,32,41,38,27,38,64.0,82.0,76.0,54.0,76.0
11171,0,21,2,2,1,1,US,3,3,5,2,4,2,4,3,4,4,3,5,3,2,2,3,3,3,3,2,1,5,1,5,1,5,2,4,5,5,3,5,5,3,2,4,2,4,3,5,2,5,4,3,3,2,3,2,3,5,36,27,48,28,30,72.0,54.0,96.0,56.0,60.0
11172,12,18,1,1,2,2,US,3,1,3,1,5,1,5,1,4,4,2,5,4,1,3,2,2,1,1,1,1,5,3,4,1,3,1,4,3,3,2,2,2,2,2,4,2,3,1,3,3,2,5,3,5,1,4,3,4,5,42,22,40,25,41,84.0,44.0,80.0,50.0,82.0
11173,3,31,1,1,1,1,US,3,4,3,4,4,1,2,5,2,4,4,1,5,1,5,4,5,4,3,5,1,5,1,5,1,5,1,5,5,5,4,5,5,4,1,5,3,4,2,3,5,1,5,1,4,1,5,5,5,5,26,45,50,24,49,52.0,90.0,100.0,48.0,98.0
11174,6,30,1,2,1,1,US,1,4,1,5,1,4,1,5,1,5,5,2,5,1,5,4,5,5,5,5,5,1,5,1,5,1,5,1,1,2,3,1,5,2,2,3,4,4,3,3,1,5,5,3,4,1,2,1,3,5,12,48,11,34,30,24.0,96.0,22.0,68.0,60.0
11175,3,23,1,2,1,1,US,5,2,2,2,4,1,5,4,2,5,5,1,5,2,4,5,5,5,5,5,3,5,4,3,3,4,3,3,1,5,1,5,1,4,1,5,1,5,1,1,5,4,4,3,4,3,4,5,5,3,34,48,32,11,38,68.0,96.0,64.0,22.0,76.0
11176,4,24,2,1,1,1,IN,5,4,5,1,3,1,5,1,5,1,4,3,2,3,1,1,3,1,1,5,5,3,1,4,1,5,1,5,5,5,5,1,5,1,3,1,5,1,5,5,4,1,4,1,5,1,5,1,5,5,45,24,43,48,44,90.0,48.0,86.0,96.0,88.0
11177,4,24,2,2,1,1,IN,4,3,3,4,1,3,1,5,2,4,1,1,1,5,1,1,1,1,3,1,1,3,1,5,1,2,4,5,4,5,3,1,2,1,4,1,4,3,5,4,3,1,4,4,1,3,5,4,5,5,22,16,41,40,37,44.0,32.0,82.0,80.0,74.0
11178,13,38,2,1,1,1,IN,3,4,2,4,4,3,3,4,3,4,2,2,2,2,2,2,4,2,2,4,2,5,2,5,3,4,2,4,4,5,4,2,2,2,5,4,5,3,5,4,4,2,2,4,5,2,4,2,4,5,26,28,42,38,36,52.0,56.0,84.0,76.0,72.0
11179,3,27,1,2,1,1,US,2,3,2,4,2,3,1,4,2,4,4,1,5,1,4,5,5,5,5,4,1,4,3,5,1,5,1,3,5,2,3,5,4,5,1,5,1,4,1,4,5,4,2,2,5,3,5,5,4,5,21,47,42,19,40,42.0,94.0,84.0,38.0,80.0
11180,3,37,1,1,1,2,US,4,2,4,3,3,3,3,3,4,4,2,3,4,2,2,2,4,4,3,2,3,4,1,4,4,5,3,3,4,4,4,2,5,4,5,2,4,2,4,4,2,3,5,3,5,1,4,2,5,5,33,30,37,40,39,66.0,60.0,74.0,80.0,78.0
11181,3,18,2,1,1,2,US,4,2,3,2,3,2,5,2,3,2,4,2,3,2,5,3,5,5,4,5,1,5,3,4,2,2,1,4,4,3,2,4,4,4,1,5,1,4,1,2,4,5,4,1,4,1,5,5,5,5,38,42,39,18,43,76.0,84.0,78.0,36.0,86.0
11182,3,58,1,2,1,5,US,4,2,4,1,5,1,3,3,2,2,3,3,2,4,2,1,2,2,2,2,1,4,1,4,3,5,2,4,4,5,4,4,3,1,3,1,4,3,4,4,4,3,5,2,5,1,5,2,2,5,39,21,43,37,40,78.0,42.0,86.0,74.0,80.0
11183,5,31,2,2,1,5,AE,1,2,4,3,4,1,5,5,2,2,3,4,3,1,4,2,4,2,3,1,3,5,1,5,1,5,1,5,5,4,5,3,4,1,3,3,2,4,3,5,3,3,3,3,4,3,3,3,3,3,33,29,47,35,31,66.0,58.0,94.0,70.0,62.0
11184,3,19,1,1,1,1,US,3,3,2,4,4,2,4,5,2,4,4,5,5,4,1,1,1,1,1,1,2,2,5,3,3,3,2,4,4,2,4,5,5,2,2,5,5,1,1,4,4,1,5,1,5,1,5,4,2,5,27,18,30,32,45,54.0,36.0,60.0,64.0,90.0
11185,11,18,2,2,1,1,PH,5,2,4,3,3,3,1,1,5,3,4,5,4,4,3,2,5,5,5,2,1,4,4,3,3,5,3,3,3,4,3,2,4,3,1,5,3,1,2,3,4,2,4,3,4,2,4,2,5,3,36,33,35,29,37,72.0,66.0,70.0,58.0,74.0
11186,13,25,1,1,1,1,IN,1,3,2,4,3,3,2,4,1,5,4,3,4,2,4,4,4,3,4,3,1,3,1,5,2,5,2,3,5,4,4,1,5,2,3,5,5,2,4,3,3,3,3,3,3,3,3,3,5,3,20,37,43,38,32,40.0,74.0,86.0,76.0,64.0
11187,3,18,2,1,1,2,US,5,2,2,3,4,1,5,4,2,4,5,1,5,1,5,4,5,5,4,5,2,5,3,4,1,2,1,3,4,2,2,5,4,3,1,5,1,1,1,1,5,1,5,1,5,1,5,5,5,5,34,48,37,20,50,68.0,96.0,74.0,40.0,100.0
11188,6,17,1,2,1,5,US,3,4,3,2,3,2,2,4,2,5,4,3,4,1,2,2,2,1,3,1,5,4,2,4,2,4,1,4,3,4,3,1,5,2,3,1,4,2,4,3,3,3,3,2,3,2,3,3,3,3,26,27,37,40,32,52.0,54.0,74.0,80.0,64.0
11189,11,27,2,1,1,2,HK,4,1,5,3,4,1,4,2,4,2,2,4,3,4,2,1,3,2,2,1,1,5,2,4,1,2,1,4,4,4,4,2,4,1,3,3,3,2,4,3,4,1,4,1,4,2,4,3,5,4,42,20,42,37,42,84.0,40.0,84.0,74.0,84.0
11190,8,17,1,2,1,1,CA,2,5,1,4,1,3,1,5,1,5,5,4,5,4,2,2,2,3,2,5,4,3,3,3,3,3,3,5,3,3,5,3,5,4,1,2,3,4,1,3,5,3,4,3,3,2,4,4,5,4,14,30,31,29,39,28.0,60.0,62.0,58.0,78.0
11191,3,64,1,1,1,2,US,2,4,2,4,2,4,2,4,2,4,4,3,3,2,2,3,3,2,3,2,2,5,1,4,3,5,2,2,4,3,3,4,3,2,2,3,4,2,2,2,4,4,3,2,3,2,2,3,3,3,20,29,39,29,31,40.0,58.0,78.0,58.0,62.0
11192,3,18,1,2,1,1,CA,2,1,5,1,5,1,3,2,5,2,5,4,5,1,2,2,3,1,1,4,1,5,3,5,1,5,1,4,4,4,3,5,3,4,1,4,3,5,1,3,3,3,4,1,3,2,3,1,5,2,43,30,45,20,33,86.0,60.0,90.0,40.0,66.0
11193,11,27,1,2,1,1,SG,5,1,5,1,5,1,5,1,5,1,1,3,2,1,4,4,2,2,2,3,1,5,1,5,1,5,1,5,5,5,5,1,4,1,5,1,2,1,5,4,5,1,5,2,5,1,5,5,5,5,50,28,50,45,49,100.0,56.0,100.0,90.0,98.0
11194,11,20,2,2,2,3,MY,4,1,4,2,3,2,4,4,3,4,4,3,3,3,4,2,3,3,3,3,4,2,3,5,3,3,3,3,3,2,3,2,2,3,3,4,1,3,2,3,2,3,4,3,2,3,2,2,3,2,35,31,29,26,26,70.0,62.0,58.0,52.0,52.0
11195,11,20,2,2,1,3,MY,4,3,3,3,3,3,2,3,3,2,3,2,2,3,3,4,4,4,3,3,3,2,3,4,2,3,1,3,4,3,2,3,3,4,3,5,2,4,4,4,2,4,4,2,3,3,1,3,3,3,31,33,34,26,28,62.0,66.0,68.0,52.0,56.0
11196,11,20,2,1,1,5,MY,2,3,3,4,4,3,3,4,4,4,5,3,5,2,4,2,2,1,1,3,2,5,1,5,2,5,1,5,5,4,3,3,3,3,1,5,5,3,2,4,4,2,2,3,2,5,2,2,5,1,28,30,47,28,26,56.0,60.0,94.0,56.0,52.0
11197,11,20,2,1,1,3,MY,3,5,3,4,1,4,2,5,2,4,5,3,5,4,2,1,2,3,2,2,5,2,4,4,3,3,5,4,3,3,2,1,2,5,2,3,2,3,3,3,2,5,1,4,2,2,3,2,4,3,19,27,26,26,24,38.0,54.0,52.0,52.0,48.0
11198,11,20,2,2,2,3,US,4,2,3,2,3,3,4,3,5,5,2,4,2,4,4,1,5,4,1,2,4,4,1,4,2,5,3,3,5,4,3,1,4,3,3,3,2,2,4,4,3,2,5,3,3,1,5,2,3,3,34,25,39,35,36,68.0,50.0,78.0,70.0,72.0
11199,4,28,2,1,1,1,,3,2,4,5,2,1,4,4,4,4,4,4,5,3,2,1,3,3,2,3,1,4,1,5,2,5,2,4,5,3,4,5,5,2,3,1,4,5,5,4,3,2,5,3,4,4,4,1,4,4,31,28,44,36,34,62.0,56.0,88.0,72.0,68.0
11200,3,54,1,2,1,2,SE,5,2,5,2,5,2,5,2,2,2,3,3,3,3,3,4,3,3,3,3,5,5,2,5,1,5,1,5,5,5,4,1,3,2,4,2,4,2,4,4,5,1,4,1,4,2,5,5,4,4,42,31,45,40,45,84.0,62.0,90.0,80.0,90.0
11201,8,19,1,2,2,5,US,5,1,5,2,5,1,4,4,4,4,3,4,2,4,3,3,3,2,4,1,1,4,1,5,2,5,1,3,4,4,2,3,3,2,3,2,4,3,2,3,4,3,4,5,4,1,3,3,3,5,41,25,44,31,35,82.0,50.0,88.0,62.0,70.0
11202,4,38,1,1,1,1,IN,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,4,32,40,34,34,36,64.0,80.0,68.0,68.0,72.0
11203,3,37,2,1,1,5,NO,3,3,5,3,3,2,4,3,5,3,2,4,5,3,2,1,2,1,2,2,1,3,3,3,2,3,2,2,3,2,4,3,4,2,3,2,5,2,4,3,3,3,3,3,4,2,3,3,4,3,36,22,32,38,33,72.0,44.0,64.0,76.0,66.0
11204,3,52,1,2,1,1,NZ,2,4,4,4,4,2,2,4,4,2,2,3,4,3,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,2,2,4,2,3,2,4,2,2,2,4,2,4,2,4,2,4,2,4,4,30,24,40,33,38,60.0,48.0,80.0,66.0,76.0
11205,3,36,2,2,1,1,AU,3,2,4,2,4,2,4,3,3,3,3,4,3,4,3,2,2,1,2,1,2,5,2,5,3,4,2,4,4,3,3,3,4,2,3,2,3,3,3,3,3,2,4,2,4,2,5,1,3,3,36,21,40,33,35,72.0,42.0,80.0,66.0,70.0
11206,3,48,1,2,1,5,GB,5,1,5,1,5,1,5,3,5,4,1,5,4,5,3,3,1,1,1,1,5,5,2,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,3,4,5,3,4,1,5,3,3,5,45,17,45,50,38,90.0,34.0,90.0,100.0,76.0
11207,5,42,1,1,1,1,US,3,3,3,2,3,3,3,3,3,3,4,2,5,1,3,3,3,2,2,3,1,5,1,5,1,4,1,4,5,4,2,4,2,3,1,5,3,3,2,3,4,1,5,1,4,4,4,3,5,3,31,34,47,22,40,62.0,68.0,94.0,44.0,80.0
11208,13,36,2,2,1,2,AU,3,2,3,3,3,2,1,3,3,4,5,2,5,3,5,5,5,5,5,3,5,5,5,5,1,5,3,4,5,5,2,3,2,3,3,4,3,3,2,3,4,3,5,2,2,1,3,4,5,4,29,45,39,26,39,58.0,90.0,78.0,52.0,78.0
11209,4,23,2,1,1,1,IN,4,3,4,4,2,2,3,4,4,4,2,4,3,3,2,3,5,5,3,5,5,4,2,2,2,1,4,3,2,4,4,2,3,2,3,1,3,2,4,4,2,3,5,2,4,3,4,2,3,3,30,33,27,38,33,60.0,66.0,54.0,76.0,66.0
11210,4,27,2,1,1,1,IN,4,1,5,3,5,2,5,3,5,3,3,5,4,3,3,3,3,2,3,2,2,5,2,5,3,5,2,4,5,5,5,3,5,2,3,2,5,2,5,5,5,2,5,2,4,1,5,4,5,5,42,27,44,43,46,84.0,54.0,88.0,86.0,92.0
11211,3,36,1,1,1,1,CA,2,4,2,4,3,3,3,4,2,5,4,2,5,1,4,4,4,3,5,5,2,4,3,4,1,4,2,4,3,3,1,5,4,4,1,5,3,4,1,4,4,1,3,1,5,3,5,4,5,5,22,43,38,20,44,44.0,86.0,76.0,40.0,88.0
11212,12,28,1,2,1,2,JM,1,5,1,5,1,4,1,5,1,5,1,4,3,3,5,4,3,2,4,1,4,2,1,3,4,3,5,2,2,3,3,4,1,2,1,5,2,4,1,3,4,1,5,1,5,1,5,4,5,4,11,28,25,20,47,22.0,56.0,50.0,40.0,94.0
11213,3,35,2,2,1,1,RS,3,5,1,5,2,3,2,5,1,5,4,4,4,4,3,3,3,2,2,2,1,5,1,5,2,4,2,4,4,3,4,1,5,1,3,1,5,3,3,4,3,1,3,2,4,1,4,3,5,3,16,27,43,42,39,32.0,54.0,86.0,84.0,78.0
11214,3,33,1,2,1,1,GB,1,2,3,4,3,2,1,3,4,4,3,4,2,4,3,3,4,2,3,2,1,4,1,5,2,4,2,4,4,3,4,5,4,1,1,5,2,2,2,5,5,1,4,1,5,1,5,5,5,4,27,26,42,29,48,54.0,52.0,84.0,58.0,96.0
11215,5,50,2,2,1,1,LB,1,4,2,5,3,4,1,5,1,5,3,5,4,4,1,1,1,1,1,1,4,2,1,5,2,4,1,3,5,5,3,1,5,1,3,1,5,4,4,4,4,3,3,3,4,2,4,3,4,4,15,16,40,41,36,30.0,32.0,80.0,82.0,72.0
11216,9,21,1,2,1,1,PH,3,3,2,4,3,3,5,5,5,5,4,3,4,4,3,4,5,5,5,5,3,4,4,4,3,3,5,5,5,5,4,4,4,4,3,3,5,5,5,5,3,4,4,4,3,3,5,3,5,5,28,40,35,34,35,56.0,80.0,70.0,68.0,70.0
11217,3,30,2,1,1,2,IT,1,5,2,5,1,5,1,5,5,5,4,3,4,1,3,4,4,5,3,5,3,3,1,4,3,5,3,1,3,1,2,1,4,1,4,2,3,1,4,3,4,2,4,2,3,2,2,3,5,3,15,40,31,39,36,30.0,80.0,62.0,78.0,72.0
11218,11,17,2,2,1,1,PH,1,2,4,4,4,2,1,5,1,5,5,1,5,1,5,5,5,4,4,5,3,5,3,3,3,3,1,4,3,4,3,3,3,5,2,3,5,3,3,4,4,3,5,1,4,1,4,4,5,4,23,48,36,30,43,46.0,96.0,72.0,60.0,86.0
11219,13,36,2,1,1,5,AE,4,1,5,1,5,1,5,1,5,1,1,2,5,2,1,4,5,5,5,4,1,5,1,4,2,5,1,5,4,5,3,1,3,1,1,1,5,1,1,5,5,1,5,3,5,1,5,1,5,5,49,38,47,38,44,98.0,76.0,94.0,76.0,88.0
11220,11,22,2,1,2,1,BN,1,5,1,5,1,5,1,5,1,5,4,5,4,3,3,3,2,2,4,2,3,4,1,4,3,3,2,2,3,3,2,5,4,3,4,4,4,4,4,3,4,5,3,5,4,3,2,4,4,3,10,28,34,29,29,20.0,56.0,68.0,58.0,58.0
11221,3,21,1,1,1,1,US,1,5,1,5,2,4,1,5,1,5,5,2,5,1,5,5,5,5,5,5,1,5,1,5,1,5,2,4,5,4,1,5,3,4,2,5,4,3,1,5,3,1,4,1,4,2,5,3,4,3,12,49,47,23,40,24.0,98.0,94.0,46.0,80.0
11222,3,21,1,2,1,2,US,4,2,5,3,5,2,5,3,5,2,5,2,5,3,3,4,5,5,4,2,1,4,4,4,1,4,1,5,3,4,5,3,5,3,4,2,5,3,5,4,3,2,5,3,4,2,5,3,5,5,42,40,41,41,41,84.0,80.0,82.0,82.0,82.0
11223,4,37,2,1,1,1,IN,5,5,5,3,5,4,1,3,5,2,4,1,1,4,3,5,3,3,3,3,1,5,1,5,3,3,2,5,5,1,5,5,5,5,3,5,5,1,5,5,3,3,3,5,5,2,5,3,5,4,34,32,41,36,36,68.0,64.0,82.0,72.0,72.0
11224,13,43,1,2,1,5,US,1,2,2,5,2,2,1,5,1,4,5,4,5,2,4,5,3,2,1,2,1,5,1,5,2,5,2,5,5,4,5,2,5,1,4,4,5,1,5,5,5,3,4,1,5,1,5,4,5,5,19,33,47,45,46,38.0,66.0,94.0,90.0,92.0
11225,13,19,2,2,1,1,PH,4,3,3,3,3,4,2,2,2,4,3,5,2,3,4,3,4,4,3,2,4,4,3,4,1,3,2,3,4,4,2,2,3,3,1,2,2,2,1,2,1,4,4,2,4,1,4,2,4,4,28,29,36,26,34,56.0,58.0,72.0,52.0,68.0
